MethodName, Median, Std
eth_Downscale, 6035, 59.304
eth_Convolution, 400953, 455.158
eth_Octaves, 19545, 263.903
eth_GaussianKernelGeneration, 0, 0
eth_GaussianPyramid, 3424852, 1245.38
eth_DOGPyramid, 351157, 376.58
eth_GradientAndRotationPyramids, 820817, 124.538
eth_Histogram, 4, 1.4826
eth_ExtremaRefinement, 0, 0
eth_KeypointDetection, 136559, 87.4734
eth_ExtractDescriptor, 32961, 114.16
eth_MeasureFull, 5607130, 8661.35
