Title,Flops,ReadWrites
Downscale,0,51120
Convolution,3689280,2013130
GaussianPyramid,43266884,21299034
DOGPyramid,682355,4094142
GradientAndRotationPyramids,4660259,2456490
Histogram,9439,3686
ExtremaRefinement,189,154
KeypointDetection,696503,659086
ExtractDescriptor,6917803,2448260
MeasureFull,56068321,30849082
