MethodName, Median, Std
eth_Downscale, 96026, 498.154
eth_Convolution, 3370030, 5482.65
eth_Octaves, 250970, 723.509
eth_GaussianKernelGeneration, 4980, 536.701
eth_GaussianPyramid, 25769034, 53376.6
eth_DOGPyramid, 1561422, 14179.6
eth_GradientAndRotationPyramids, 3648302, 6944.5
eth_Histogram, 9850, 41.5128
eth_ExtremaRefinement, 180, 5.9304
eth_KeypointDetection, 8200054, 21942.5
eth_ExtractDescriptor, 13487366, 10173.6
eth_MeasureFull, 54856262, 203487
eth_MeasureFullNoAlloc, 54744586, 255022
