NAME, LIBRARY, VERSION, COMPILER, FLAGS, MODE, INPUT, INPUT-SIZE, FUNCTION, MEDIAN, MAD, RELATIVE, INTENSITY
ethSIFT std-c clang fastmath rdtsc ExtractDescriptor, ethSIFT, std-c, clang, fastmath, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.10904317, -0.0006846413, 0.030341806, 0.6677698
ethSIFT std-c clang fastmath rdtsc MeasureFull, ethSIFT, std-c, clang, fastmath, rdtsc, auto-2160p, 2160, MeasureFull, 0.8190277, -0.0012580156, 0.22789854, 0.24134943
ethSIFT std-c clang full rdtsc Downscale, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang full rdtsc Convolution, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, Convolution, 1.0583979, -0.0023486614, 0.00000000030568822, 0.38276663
ethSIFT std-c clang full rdtsc Octaves, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, Octaves, 15601890.0, 182725.0, 0.0045061638, 0.0
ethSIFT std-c clang full rdtsc GaussianKernelGeneration, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 1682.0, 65.2344, 0.000000485798, 0.0
ethSIFT std-c clang full rdtsc GaussianPyramid, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.5033114, -0.004592538, 0.0000000013293803, 0.44571227
ethSIFT std-c clang full rdtsc DOGPyramid, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, DOGPyramid, 0.19584873, -0.00052681565, 0.00000000023079956, 0.062499996
ethSIFT std-c clang full rdtsc GradientAndRotationPyramids, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.5902359, -0.00051885843, 0.0000000028142966, 0.53287023
ethSIFT std-c clang full rdtsc Histogram, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, Histogram, 0.54043436, -0.0017223358, 0.0000000025769982, 0.622516
ethSIFT std-c clang full rdtsc ExtremaRefinement, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.1123595, -0.035865426, 0.000000005304161, 0.2090813
ethSIFT std-c clang full rdtsc KeypointDetection, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, KeypointDetection, 0.0211228, -0.000033922493, 0.0000000004688905, 0.00049945957
ethSIFT std-c clang full rdtsc ExtractDescriptor, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.14200865, -0.0005867779, 0.03459136, 0.6677698
ethSIFT std-c clang full rdtsc MeasureFull, ethSIFT, std-c, clang, full, rdtsc, auto-2160p, 2160, MeasureFull, 0.9265241, -0.002377689, 0.22568856, 0.24134943
ethSIFT std-c clang notree rdtsc Downscale, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang notree rdtsc Convolution, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, Convolution, 1.0404158, -0.0011509657, 0.00000000026566632, 0.38276663
ethSIFT std-c clang notree rdtsc Octaves, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, Octaves, 16464946.0, 140705.0, 0.004204263, 0.0
ethSIFT std-c clang notree rdtsc GaussianKernelGeneration, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 3098.0, 85.9908, 0.00000079106286, 0.0
ethSIFT std-c clang notree rdtsc GaussianPyramid, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.3092345, -0.0019791126, 0.0000000010565786, 0.44571227
ethSIFT std-c clang notree rdtsc DOGPyramid, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, DOGPyramid, 0.1937538, -0.0006810576, 0.00000000020313785, 0.062499996
ethSIFT std-c clang notree rdtsc GradientAndRotationPyramids, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.5159215, -0.004017353, 0.0000000023141071, 0.53287023
ethSIFT std-c clang notree rdtsc Histogram, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, Histogram, 0.501716, -0.0044281185, 0.0000000022505313, 0.622516
ethSIFT std-c clang notree rdtsc ExtremaRefinement, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.0645162, -0.032892227, 0.0000000047750697, 0.2090813
ethSIFT std-c clang notree rdtsc KeypointDetection, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, KeypointDetection, 0.021216843, -0.000024395064, 0.0000000003596324, 0.00049945957
ethSIFT std-c clang notree rdtsc ExtractDescriptor, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.10843585, -0.00094962865, 0.029190265, 0.6677698
ethSIFT std-c clang notree rdtsc MeasureFull, ethSIFT, std-c, clang, notree, rdtsc, auto-2160p, 2160, MeasureFull, 0.83521587, -0.0016699433, 0.224835, 0.24134943
ethSIFT std-c gcc avx rdtsc Downscale, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc avx rdtsc Convolution, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, Convolution, 1.0789369, -0.0012309551, 0.0000000003097071, 0.38276663
ethSIFT std-c gcc avx rdtsc Octaves, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, Octaves, 15530288.0, 137215.0, 0.004457944, 0.0
ethSIFT std-c gcc avx rdtsc GaussianKernelGeneration, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 1700.0, 88.956, 0.0000004879823, 0.0
ethSIFT std-c gcc avx rdtsc GaussianPyramid, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.489565, -0.005186081, 0.0000000013173724, 0.44571227
ethSIFT std-c gcc avx rdtsc DOGPyramid, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, DOGPyramid, 0.19365235, -0.0005031079, 0.00000000022910994, 0.062499996
ethSIFT std-c gcc avx rdtsc GradientAndRotationPyramids, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.5933, -0.0018032789, 0.0000000028293028, 0.53287023
ethSIFT std-c gcc avx rdtsc Histogram, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, Histogram, 0.5426914, -0.0028473735, 0.0000000025881224, 0.622516
ethSIFT std-c gcc avx rdtsc ExtremaRefinement, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.137931, -0.01906693, 0.0000000054268536, 0.2090813
ethSIFT std-c gcc avx rdtsc KeypointDetection, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, KeypointDetection, 0.02114034, -0.000028796494, 0.00000000046816456, 0.00049945957
ethSIFT std-c gcc avx rdtsc ExtractDescriptor, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.14167117, -0.0013474822, 0.034386612, 0.6677698
ethSIFT std-c gcc avx rdtsc MeasureFull, ethSIFT, std-c, gcc, avx, rdtsc, auto-2160p, 2160, MeasureFull, 0.92384595, -0.0018835068, 0.2242371, 0.24134943
ethSIFT std-c gcc fastmath rdtsc Downscale, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc fastmath rdtsc Convolution, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, Convolution, 0.9917174, -0.0009688139, 0.00000000024672264, 0.38276663
ethSIFT std-c gcc fastmath rdtsc Octaves, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, Octaves, 16327312.0, 181340.0, 0.004061961, 0.0
ethSIFT std-c gcc fastmath rdtsc GaussianKernelGeneration, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 1874.0, 77.0952, 0.00000046621975, 0.0
ethSIFT std-c gcc fastmath rdtsc GaussianPyramid, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.2460245, -0.002809763, 0.0000000010326471, 0.44571227
ethSIFT std-c gcc fastmath rdtsc DOGPyramid, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, DOGPyramid, 0.1937966, -0.00075624883, 0.00000000021033465, 0.062499996
ethSIFT std-c gcc fastmath rdtsc GradientAndRotationPyramids, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.5175687, -0.0013831854, 0.0000000026839222, 0.53287023
ethSIFT std-c gcc fastmath rdtsc Histogram, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, Histogram, 0.50958604, -0.0065000057, 0.0000000026427158, 0.622516
ethSIFT std-c gcc fastmath rdtsc ExtremaRefinement, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.0421053, -0.03154242, 0.000000005404369, 0.2090813
ethSIFT std-c gcc fastmath rdtsc KeypointDetection, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, KeypointDetection, 0.025963385, -0.00006794557, 0.0000000004410997, 0.00049945957
ethSIFT std-c gcc fastmath rdtsc ExtractDescriptor, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.10868518, -0.0005583018, 0.029828, 0.6677698
ethSIFT std-c gcc fastmath rdtsc MeasureFull, ethSIFT, std-c, gcc, fastmath, rdtsc, auto-2160p, 2160, MeasureFull, 0.8206327, -0.0011283159, 0.22521776, 0.24134943
ethSIFT std-c gcc full rdtsc Downscale, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc full rdtsc Convolution, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, Convolution, 1.0264033, -0.0076595545, 0.00000000029209496, 0.38276663
ethSIFT std-c gcc full rdtsc Octaves, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, Octaves, 16679438.0, 1415830.0, 0.004746652, 0.0
ethSIFT std-c gcc full rdtsc GaussianKernelGeneration, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 1714.0, 59.304, 0.00000048777196, 0.0
ethSIFT std-c gcc full rdtsc GaussianPyramid, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.4794278, -0.0030674934, 0.000000001292314, 0.44571227
ethSIFT std-c gcc full rdtsc DOGPyramid, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, DOGPyramid, 0.19200556, -0.0007186383, 0.0000000002240778, 0.062499996
ethSIFT std-c gcc full rdtsc GradientAndRotationPyramids, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.5884138, -0.000844419, 0.0000000027234677, 0.53287023
ethSIFT std-c gcc full rdtsc Histogram, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, Histogram, 0.5421882, -0.0018569231, 0.0000000025096636, 0.622516
ethSIFT std-c gcc full rdtsc ExtremaRefinement, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.1123595, -0.018226504, 0.0000000051488582, 0.2090813
ethSIFT std-c gcc full rdtsc KeypointDetection, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, KeypointDetection, 0.020747693, -0.00006717257, 0.00000000042869866, 0.00049945957
ethSIFT std-c gcc full rdtsc ExtractDescriptor, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.13218348, -0.0017016828, 0.032498863, 0.6677698
ethSIFT std-c gcc full rdtsc MeasureFull, ethSIFT, std-c, gcc, full, rdtsc, auto-2160p, 2160, MeasureFull, 0.9255627, -0.0015561581, 0.22756048, 0.24134943
ethSIFT std-c gcc notree rdtsc Downscale, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc notree rdtsc Convolution, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, Convolution, 1.0445627, -0.002048254, 0.00000000026664415, 0.38276663
ethSIFT std-c gcc notree rdtsc Octaves, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, Octaves, 16185704.0, 142780.0, 0.0041317036, 0.0
ethSIFT std-c gcc notree rdtsc GaussianKernelGeneration, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 3094.0, 71.1648, 0.0000007898014, 0.0
ethSIFT std-c gcc notree rdtsc GaussianPyramid, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.3073685, -0.0030964613, 0.0000000010573172, 0.44571227
ethSIFT std-c gcc notree rdtsc DOGPyramid, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, DOGPyramid, 0.19643635, -0.0005413592, 0.00000000020567734, 0.062499996
ethSIFT std-c gcc notree rdtsc GradientAndRotationPyramids, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.51485467, -0.00041806698, 0.0000000023118985, 0.53287023
ethSIFT std-c gcc notree rdtsc Histogram, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, Histogram, 0.5007136, -0.003889531, 0.000000002248541, 0.622516
ethSIFT std-c gcc notree rdtsc ExtremaRefinement, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.0879121, -0.034330606, 0.0000000048854614, 0.2090813
ethSIFT std-c gcc notree rdtsc KeypointDetection, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, KeypointDetection, 0.02122444, -0.000029750168, 0.00000000036092235, 0.00049945957
ethSIFT std-c gcc notree rdtsc ExtractDescriptor, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.10878585, -0.0005283803, 0.029108174, 0.6677698
ethSIFT std-c gcc notree rdtsc MeasureFull, ethSIFT, std-c, gcc, notree, rdtsc, auto-2160p, 2160, MeasureFull, 0.8390851, -0.0019495487, 0.22451665, 0.24134943
ethSIFT std-c icc avx rdtsc Downscale, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc avx rdtsc Convolution, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, Convolution, 1.0668639, -0.0010720491, 0.00000000030856961, 0.38276663
ethSIFT std-c icc avx rdtsc Octaves, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, Octaves, 15688368.0, 74044.0, 0.0045375554, 0.0
ethSIFT std-c icc avx rdtsc GaussianKernelGeneration, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 1932.0, 97.8516, 0.00000055879343, 0.0
ethSIFT std-c icc avx rdtsc GaussianPyramid, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.5058309, -0.0020411015, 0.0000000013327797, 0.44571227
ethSIFT std-c icc avx rdtsc DOGPyramid, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, DOGPyramid, 0.19362573, -0.0005134046, 0.00000000022932424, 0.062499996
ethSIFT std-c icc avx rdtsc GradientAndRotationPyramids, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.59373903, -0.0010196567, 0.0000000028372953, 0.53287023
ethSIFT std-c icc avx rdtsc Histogram, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, Histogram, 0.544629, -0.0021225214, 0.0000000026027738, 0.622516
ethSIFT std-c icc avx rdtsc ExtremaRefinement, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.125, -0.036671758, 0.0000000053763625, 0.2090813
ethSIFT std-c icc avx rdtsc KeypointDetection, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, KeypointDetection, 0.021170693, -0.000029727817, 0.000000000470923, 0.00049945957
ethSIFT std-c icc avx rdtsc ExtractDescriptor, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.14230157, -0.0004968494, 0.034486506, 0.6677698
ethSIFT std-c icc avx rdtsc MeasureFull, ethSIFT, std-c, icc, avx, rdtsc, auto-2160p, 2160, MeasureFull, 0.92547715, -0.0022633672, 0.22428757, 0.24134943
ethSIFT std-c icc fastmath rdtsc Downscale, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc fastmath rdtsc Convolution, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, Convolution, 1.0202293, -0.0011763573, 0.00000000025442173, 0.38276663
ethSIFT std-c icc fastmath rdtsc Octaves, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, Octaves, 16398194.0, 122664.0, 0.0040893327, 0.0
ethSIFT std-c icc fastmath rdtsc GaussianKernelGeneration, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 1902.0, 38.5476, 0.0000004743151, 0.0
ethSIFT std-c icc fastmath rdtsc GaussianPyramid, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.2496734, -0.00077438354, 0.0000000010368378, 0.44571227
ethSIFT std-c icc fastmath rdtsc DOGPyramid, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, DOGPyramid, 0.19621721, -0.00051894784, 0.00000000021246348, 0.062499996
ethSIFT std-c icc fastmath rdtsc GradientAndRotationPyramids, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.51510614, -0.00062799454, 0.0000000026895866, 0.53287023
ethSIFT std-c icc fastmath rdtsc Histogram, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, Histogram, 0.5098823, -0.0040326715, 0.0000000026625018, 0.622516
ethSIFT std-c icc fastmath rdtsc ExtremaRefinement, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.0102041, -0.029668212, 0.0000000052750866, 0.2090813
ethSIFT std-c icc fastmath rdtsc KeypointDetection, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, KeypointDetection, 0.026176624, -0.000031949952, 0.00000000044647025, 0.00049945957
ethSIFT std-c icc fastmath rdtsc ExtractDescriptor, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.1091123, -0.00031394511, 0.03017176, 0.6677698
ethSIFT std-c icc fastmath rdtsc MeasureFull, ethSIFT, std-c, icc, fastmath, rdtsc, auto-2160p, 2160, MeasureFull, 0.8199481, -0.0011387467, 0.22673224, 0.24134943
ethSIFT std-c icc full rdtsc Downscale, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc full rdtsc Convolution, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, Convolution, 1.079157, -0.0013239384, 0.0000000003092467, 0.38276663
ethSIFT std-c icc full rdtsc Octaves, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, Octaves, 15846726.0, 128168.0, 0.004541089, 0.0
ethSIFT std-c icc full rdtsc GaussianKernelGeneration, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 1744.0, 44.478, 0.00000049976626, 0.0
ethSIFT std-c icc full rdtsc GaussianPyramid, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.4914069, -0.004976392, 0.0000000013088107, 0.44571227
ethSIFT std-c icc full rdtsc DOGPyramid, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, DOGPyramid, 0.19392814, -0.0006942004, 0.00000000022696316, 0.062499996
ethSIFT std-c icc full rdtsc GradientAndRotationPyramids, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.58978325, -0.0009783506, 0.0000000027416636, 0.53287023
ethSIFT std-c icc full rdtsc Histogram, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, Histogram, 0.5427754, -0.002231717, 0.0000000025232947, 0.622516
ethSIFT std-c icc full rdtsc ExtremaRefinement, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, ExtremaRefinement, 1.125, -0.036671758, 0.000000005229988, 0.2090813
ethSIFT std-c icc full rdtsc KeypointDetection, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, KeypointDetection, 0.02083272, -0.00006331317, 0.00000000043269213, 0.00049945957
ethSIFT std-c icc full rdtsc ExtractDescriptor, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.13287029, -0.0013353378, 0.03243431, 0.6677698
ethSIFT std-c icc full rdtsc MeasureFull, ethSIFT, std-c, icc, full, rdtsc, auto-2160p, 2160, MeasureFull, 0.92497694, -0.0019758344, 0.22579156, 0.24134943
ethSIFT std-c icc notree rdtsc Downscale, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc notree rdtsc Convolution, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, Convolution, 1.0313164, -0.0012688637, 0.000000000262685, 0.38276663
ethSIFT std-c icc notree rdtsc Octaves, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, Octaves, 16567652.0, 183804.0, 0.0042199213, 0.0
ethSIFT std-c icc notree rdtsc GaussianKernelGeneration, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, GaussianKernelGeneration, 3090.0, 103.782, 0.00000078704915, 0.0
ethSIFT std-c icc notree rdtsc GaussianPyramid, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, GaussianPyramid, 1.3044304, -0.0007839203, 0.0000000010527461, 0.44571227
ethSIFT std-c icc notree rdtsc DOGPyramid, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, DOGPyramid, 0.19321473, -0.0006401986, 0.00000000020275305, 0.062499996
ethSIFT std-c icc notree rdtsc GradientAndRotationPyramids, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, GradientAndRotationPyramids, 0.51631045, -0.0011966825, 0.0000000023189504, 0.53287023
ethSIFT std-c icc notree rdtsc Histogram, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, Histogram, 0.49872068, -0.0077600777, 0.0000000022400897, 0.622516
ethSIFT std-c icc notree rdtsc ExtremaRefinement, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, ExtremaRefinement, 0.8114754, -0.22205144, 0.000000003644885, 0.2090813
ethSIFT std-c icc notree rdtsc KeypointDetection, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, KeypointDetection, 0.021202018, -0.000032203272, 0.00000000036191272, 0.00049945957
ethSIFT std-c icc notree rdtsc ExtractDescriptor, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, ExtractDescriptor, 0.10919972, -0.00052416325, 0.031610373, 0.6677698
ethSIFT std-c icc notree rdtsc MeasureFull, ethSIFT, std-c, icc, notree, rdtsc, auto-2160p, 2160, MeasureFull, 0.83432484, -0.00096833706, 0.24151453, 0.24134943
ethSIFT avx clang avx chrono Downscale, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, Downscale, 1506.0, 22.239, 0.0022863876, 0.0
ethSIFT avx clang avx chrono Convolution, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, Convolution, 76043.0, 40.0302, 0.11544739, 0.0
ethSIFT avx clang avx chrono Octaves, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, Octaves, 4566.0, 71.1648, 0.0069320356, 0.0
ethSIFT avx clang avx chrono GaussianKernelGeneration, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, GaussianKernelGeneration, 1.0, 0.0, 0.0000015181856, 0.0
ethSIFT avx clang avx chrono GaussianPyramid, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, GaussianPyramid, 545555.0, 176.429, 0.82825375, 0.0
ethSIFT avx clang avx chrono DOGPyramid, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, DOGPyramid, 28545.0, 28.1694, 0.043336608, 0.0
ethSIFT avx clang avx chrono GradientAndRotationPyramids, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, GradientAndRotationPyramids, 35224.0, 154.19, 0.05347657, 0.0
ethSIFT avx clang avx chrono Histogram, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, Histogram, 3.0, 0.0, 0.0000045545567, 0.0
ethSIFT avx clang avx chrono ExtremaRefinement, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT avx clang avx chrono KeypointDetection, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, KeypointDetection, 35924.0, 31.1346, 0.0545393, 0.0
ethSIFT avx clang avx chrono ExtractDescriptor, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, ExtractDescriptor, 13430.0, 29.652, 0.020389233, 0.0
ethSIFT avx clang avx chrono MeasureFull, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, MeasureFull, 865967.0, 533.736, 1.3146986, 0.0
ethSIFT avx clang avx chrono MeasureFullNoAlloc, ethSIFT, avx, clang, avx, chrono, auto-2160p, 2160, MeasureFullNoAlloc, 661313.0, 212.012, 1.0039959, 0.0
ethSIFT avx clang fastmath chrono Downscale, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, Downscale, 1519.0, 31.1346, 0.002271463, 0.0
ethSIFT avx clang fastmath chrono Convolution, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, Convolution, 76255.0, 41.5128, 0.114029236, 0.0
ethSIFT avx clang fastmath chrono Octaves, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, Octaves, 4621.0, 51.891, 0.0069100927, 0.0
ethSIFT avx clang fastmath chrono GaussianKernelGeneration, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, GaussianKernelGeneration, 1.0, 0.0, 0.0000014953673, 0.0
ethSIFT avx clang fastmath chrono GaussianPyramid, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, GaussianPyramid, 544275.0, 106.747, 0.81389105, 0.0
ethSIFT avx clang fastmath chrono DOGPyramid, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, DOGPyramid, 28542.0, 14.826, 0.042680774, 0.0
ethSIFT avx clang fastmath chrono GradientAndRotationPyramids, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, GradientAndRotationPyramids, 34604.0, 87.4734, 0.05174569, 0.0
ethSIFT avx clang fastmath chrono Histogram, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, Histogram, 3.0, 0.0, 0.000004486102, 0.0
ethSIFT avx clang fastmath chrono ExtremaRefinement, ethSIFT, avx, clang, fastmath, chrono, auto-2160p, 2160, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
