NAME, LIBRARY, VERSION, COMPILER, FLAGS, MODE, INPUT, INPUT-SIZE, FUNCTION, MEDIAN, MAD, RELATIVE, INTENSITY
ethSIFT std-c icc full chrono Histogram, ethSIFT, std-c, icc, full, chrono, auto-240p, 240, Histogram, 3.0, 0.0, 0.00028371476, 0.0
ethSIFT std-c icc full chrono ExtremaRefinement, ethSIFT, std-c, icc, full, chrono, auto-240p, 240, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc full chrono KeypointDetection, ethSIFT, std-c, icc, full, chrono, auto-240p, 240, KeypointDetection, 1049.0, 2.9652, 0.0992056, 0.0
ethSIFT std-c icc full chrono ExtractDescriptor, ethSIFT, std-c, icc, full, chrono, auto-240p, 240, ExtractDescriptor, 2437.0, 2.9652, 0.23047097, 0.0
ethSIFT std-c icc full chrono MeasureFull, ethSIFT, std-c, icc, full, chrono, auto-240p, 240, MeasureFull, 10593.0, 34.0998, 1.0017968, 0.0
ethSIFT std-c icc notree chrono Downscale, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, Downscale, 12.0, 0.0, 0.00092350313, 0.0
ethSIFT std-c icc notree chrono Convolution, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, Convolution, 618.0, 0.0, 0.047560412, 0.0
ethSIFT std-c icc notree chrono Octaves, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, Octaves, 30.0, 0.0, 0.002308758, 0.0
ethSIFT std-c icc notree chrono GaussianKernelGeneration, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc notree chrono GaussianPyramid, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, GaussianPyramid, 6812.0, 81.543, 0.524242, 0.0
ethSIFT std-c icc notree chrono DOGPyramid, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, DOGPyramid, 304.0, 0.0, 0.023395414, 0.0
ethSIFT std-c icc notree chrono GradientAndRotationPyramids, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, GradientAndRotationPyramids, 1705.0, 1.4826, 0.13121441, 0.0
ethSIFT std-c icc notree chrono Histogram, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, Histogram, 3.0, 0.0, 0.00023087578, 0.0
ethSIFT std-c icc notree chrono ExtremaRefinement, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc notree chrono KeypointDetection, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, KeypointDetection, 974.0, 2.9652, 0.074957676, 0.0
ethSIFT std-c icc notree chrono ExtractDescriptor, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, ExtractDescriptor, 3196.0, 2.9652, 0.24595967, 0.0
ethSIFT std-c icc notree chrono MeasureFull, ethSIFT, std-c, icc, notree, chrono, auto-240p, 240, MeasureFull, 13029.0, 124.538, 1.0026935, 0.0
ethSIFT avx clang avx rdtsc Downscale, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx clang avx rdtsc Convolution, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, Convolution, 2.5771892, -0.0046858788, 0.000000050434153, 3.4144573
ethSIFT avx clang avx rdtsc Octaves, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, Octaves, 211828.0, 643.448, 0.0041453554, 0.0
ethSIFT avx clang avx rdtsc GaussianKernelGeneration, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, GaussianKernelGeneration, 4852.0, 355.824, 0.00009495093, 0.0
ethSIFT avx clang avx rdtsc GaussianPyramid, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, GaussianPyramid, 3.4281821, -0.011366844, 0.00000015100832, 4.1655855
ethSIFT avx clang avx rdtsc DOGPyramid, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, DOGPyramid, 0.98468643, -0.011114955, 0.0000000465737, 3.6356921
ethSIFT avx clang avx rdtsc GradientAndRotationPyramids, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 3.0421395, -0.017607689, 0.00000017370279, 13.498811
ethSIFT avx clang avx rdtsc Histogram, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, Histogram, 0.8983219, -0.0032231808, 0.000000051319727, 2.5451987
ethSIFT avx clang avx rdtsc ExtremaRefinement, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, ExtremaRefinement, 1.0, -0.03089875, 0.000000057129036, 1.0751445
ethSIFT avx clang avx rdtsc KeypointDetection, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, KeypointDetection, 0.11034618, -0.00023458898, 0.000000010738925, 0.6642401
ethSIFT avx clang avx rdtsc ExtractDescriptor, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, ExtractDescriptor, 0.6666209, -0.0007559061, 0.065804675, 2.6082659
ethSIFT avx clang avx rdtsc MeasureFull, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, MeasureFull, 2.269018, -0.009546518, 0.22398336, 4.127169
ethSIFT avx clang avx rdtsc MeasureFullNoAlloc, ethSIFT, avx, clang, avx, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 51682580.0, 191332.0, 5101783.5, 0.0
ethSIFT avx clang fastmath rdtsc Downscale, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx clang fastmath rdtsc Convolution, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, Convolution, 2.6442251, -0.0046486855, 0.000000050318032, 3.4144573
ethSIFT avx clang fastmath rdtsc Octaves, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, Octaves, 243868.0, 931.073, 0.0046406635, 0.0
ethSIFT avx clang fastmath rdtsc GaussianKernelGeneration, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, GaussianKernelGeneration, 4994.0, 806.534, 0.000095032854, 0.0
ethSIFT avx clang fastmath rdtsc GaussianPyramid, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, GaussianPyramid, 3.7939157, -0.00778389, 0.00000014109183, 4.1655855
ethSIFT avx clang fastmath rdtsc DOGPyramid, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, DOGPyramid, 1.0011775, -0.011936188, 0.000000039484874, 3.6356921
ethSIFT avx clang fastmath rdtsc GradientAndRotationPyramids, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 3.0123124, -0.048523426, 0.00000013887399, 13.498811
ethSIFT avx clang fastmath rdtsc Histogram, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, Histogram, 0.82676286, -0.002730906, 0.000000038132825, 2.5451987
ethSIFT avx clang fastmath rdtsc ExtremaRefinement, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, ExtremaRefinement, 1.0108696, -0.03156352, 0.00000004662478, 1.0751445
ethSIFT avx clang fastmath rdtsc KeypointDetection, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, KeypointDetection, 0.097348616, -0.00022132695, 0.0000000072180146, 0.6642401
ethSIFT avx clang fastmath rdtsc ExtractDescriptor, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, ExtractDescriptor, 0.5078826, -0.00030577183, 0.04954822, 2.6082659
ethSIFT avx clang fastmath rdtsc MeasureFull, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, MeasureFull, 2.1612062, -0.005928278, 0.21084386, 4.127169
ethSIFT avx clang fastmath rdtsc MeasureFullNoAlloc, ethSIFT, avx, clang, fastmath, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 54456984.0, 195920.0, 5312737.0, 0.0
ethSIFT avx clang full rdtsc Downscale, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx clang full rdtsc Convolution, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, Convolution, 2.432695, -0.14157295, 0.000000047759766, 3.4144573
ethSIFT avx clang full rdtsc Octaves, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, Octaves, 199468.0, 2057.85, 0.003916046, 0.0
ethSIFT avx clang full rdtsc GaussianKernelGeneration, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, GaussianKernelGeneration, 4636.0, 326.172, 0.000091016045, 0.0
ethSIFT avx clang full rdtsc GaussianPyramid, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, GaussianPyramid, 3.6216497, -0.12248254, 0.00000015055733, 4.1655855
ethSIFT avx clang full rdtsc DOGPyramid, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, DOGPyramid, 0.608054, -0.133412, 0.000000028242626, 3.6356921
ethSIFT avx clang full rdtsc GradientAndRotationPyramids, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 2.7766888, -0.29839563, 0.00000015818301, 13.498811
ethSIFT avx clang full rdtsc Histogram, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, Histogram, 0.8999115, -0.0032345653, 0.00000005129277, 2.5451987
ethSIFT avx clang full rdtsc ExtremaRefinement, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, ExtremaRefinement, 0.46733668, -0.010216981, 0.00000002663766, 1.0751445
ethSIFT avx clang full rdtsc KeypointDetection, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, KeypointDetection, 0.110094465, -0.00086401403, 0.000000010690033, 0.6642401
ethSIFT avx clang full rdtsc ExtractDescriptor, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, ExtractDescriptor, 0.665103, -0.012744129, 0.07269809, 2.6082659
ethSIFT avx clang full rdtsc MeasureFull, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, MeasureFull, 2.2204697, -0.08933139, 0.2427051, 4.127169
ethSIFT avx clang full rdtsc MeasureFullNoAlloc, ethSIFT, avx, clang, full, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 52949130.0, 1463880.0, 5787525.0, 0.0
ethSIFT avx clang notree rdtsc Downscale, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx clang notree rdtsc Convolution, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, Convolution, 2.3068144, -0.0041778088, 0.00000004507122, 3.4144573
ethSIFT avx clang notree rdtsc Octaves, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, Octaves, 239698.0, 1034.85, 0.0046832906, 0.0
ethSIFT avx clang notree rdtsc GaussianKernelGeneration, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, GaussianKernelGeneration, 6032.0, 412.163, 0.000117855, 0.0
ethSIFT avx clang notree rdtsc GaussianPyramid, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, GaussianPyramid, 3.8081415, -0.0058374405, 0.00000014865775, 4.1655855
ethSIFT avx clang notree rdtsc DOGPyramid, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, DOGPyramid, 0.9915447, -0.014188886, 0.000000041197254, 3.6356921
ethSIFT avx clang notree rdtsc GradientAndRotationPyramids, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 3.0095468, -0.011554241, 0.00000014752784, 13.498811
ethSIFT avx clang notree rdtsc Histogram, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, Histogram, 0.806442, -0.0021272898, 0.000000039551313, 2.5451987
ethSIFT avx clang notree rdtsc ExtremaRefinement, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, ExtremaRefinement, 1.021978, -0.032249928, 0.000000050122548, 1.0751445
ethSIFT avx clang notree rdtsc KeypointDetection, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, KeypointDetection, 0.11668952, -0.00031831115, 0.000000008609442, 0.6642401
ethSIFT avx clang notree rdtsc ExtractDescriptor, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, ExtractDescriptor, 0.5053805, -0.000344038, 0.049258687, 2.6082659
ethSIFT avx clang notree rdtsc MeasureFull, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, MeasureFull, 2.2325766, -0.004424095, 0.21760592, 4.127169
ethSIFT avx clang notree rdtsc MeasureFullNoAlloc, ethSIFT, avx, clang, notree, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 52915000.0, 183033.0, 5157546.5, 0.0
ethSIFT avx gcc avx rdtsc Downscale, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx gcc avx rdtsc Convolution, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, Convolution, 2.6195197, -0.003686905, 0.00000005347297, 3.4144573
ethSIFT avx gcc avx rdtsc Octaves, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, Octaves, 200780.0, 598.97, 0.004098577, 0.0
ethSIFT avx gcc avx rdtsc GaussianKernelGeneration, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, GaussianKernelGeneration, 4420.0, 340.998, 0.00009022666, 0.0
ethSIFT avx gcc avx rdtsc GaussianPyramid, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, GaussianPyramid, 3.696039, -0.01152873, 0.00000016319746, 4.1655855
ethSIFT avx gcc avx rdtsc DOGPyramid, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, DOGPyramid, 1.0049635, -0.025691867, 0.00000004758414, 3.6356921
ethSIFT avx gcc avx rdtsc GradientAndRotationPyramids, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 3.0272977, -0.009779692, 0.00000017325718, 13.498811
ethSIFT avx gcc avx rdtsc Histogram, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, Histogram, 0.9043121, -0.0032662153, 0.000000051781917, 2.5451987
ethSIFT avx gcc avx rdtsc ExtremaRefinement, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, ExtremaRefinement, 1.0108696, -0.03156352, 0.000000057884126, 1.0751445
ethSIFT avx gcc avx rdtsc KeypointDetection, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, KeypointDetection, 0.11068607, -0.000157848, 0.000000010791284, 0.6642401
ethSIFT avx gcc avx rdtsc ExtractDescriptor, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, ExtractDescriptor, 0.66781414, -0.0005387664, 0.06407745, 2.6082659
ethSIFT avx gcc avx rdtsc MeasureFull, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, MeasureFull, 2.3374918, -0.013285637, 0.22428474, 4.127169
ethSIFT avx gcc avx rdtsc MeasureFullNoAlloc, ethSIFT, avx, gcc, avx, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 50179096.0, 323325.0, 4814736.0, 0.0
ethSIFT avx gcc fastmath rdtsc Downscale, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx gcc fastmath rdtsc Convolution, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, Convolution, 2.3847969, -0.00268054, 0.000000045303107, 3.4144573
ethSIFT avx gcc fastmath rdtsc Octaves, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, Octaves, 237992.0, 851.012, 0.0045210463, 0.0
ethSIFT avx gcc fastmath rdtsc GaussianKernelGeneration, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, GaussianKernelGeneration, 5006.0, 373.615, 0.00009509714, 0.0
ethSIFT avx gcc fastmath rdtsc GaussianPyramid, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, GaussianPyramid, 3.7851024, -0.0029592514, 0.00000014060241, 4.1655855
ethSIFT avx gcc fastmath rdtsc DOGPyramid, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, DOGPyramid, 1.0165102, -0.013885021, 0.000000040004295, 3.6356921
ethSIFT avx gcc fastmath rdtsc GradientAndRotationPyramids, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 3.0345685, -0.00975275, 0.00000013938, 13.498811
ethSIFT avx gcc fastmath rdtsc Histogram, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, Histogram, 0.82308316, -0.004419923, 0.000000037821998, 2.5451987
ethSIFT avx gcc fastmath rdtsc ExtremaRefinement, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, ExtremaRefinement, 1.0108696, -0.03156352, 0.00000004645148, 1.0751445
ethSIFT avx gcc fastmath rdtsc KeypointDetection, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, KeypointDetection, 0.09708346, -0.00014060736, 0.000000007167262, 0.6642401
ethSIFT avx gcc fastmath rdtsc ExtractDescriptor, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, ExtractDescriptor, 0.50568885, -0.00017029047, 0.04922549, 2.6082659
ethSIFT avx gcc fastmath rdtsc MeasureFull, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, MeasureFull, 2.1629913, -0.0043928623, 0.210553, 4.127169
ethSIFT avx gcc fastmath rdtsc MeasureFullNoAlloc, ethSIFT, avx, gcc, fastmath, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 54363936.0, 133603.0, 5291972.5, 0.0
ethSIFT avx gcc full rdtsc Downscale, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx gcc full rdtsc Convolution, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, Convolution, 2.4702506, -0.17293191, 0.00000004727932, 3.4144573
ethSIFT avx gcc full rdtsc Octaves, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, Octaves, 214672.0, 1307.65, 0.0041087107, 0.0
ethSIFT avx gcc full rdtsc GaussianKernelGeneration, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, GaussianKernelGeneration, 6518.0, 2188.32, 0.00012475114, 0.0
ethSIFT avx gcc full rdtsc GaussianPyramid, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, GaussianPyramid, 3.4688685, -0.118216515, 0.00000014344266, 4.1655855
ethSIFT avx gcc full rdtsc DOGPyramid, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, DOGPyramid, 0.69146264, -0.20853624, 0.000000031484102, 3.6356921
ethSIFT avx gcc full rdtsc GradientAndRotationPyramids, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 2.7024107, -0.29333687, 0.000000151167, 13.498811
ethSIFT avx gcc full rdtsc Histogram, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, Histogram, 0.9041111, -0.0041510463, 0.000000050599485, 2.5451987
ethSIFT avx gcc full rdtsc ExtremaRefinement, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, ExtremaRefinement, 0.53757226, -0.009058654, 0.000000030086355, 1.0751445
ethSIFT avx gcc full rdtsc KeypointDetection, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, KeypointDetection, 0.10973069, -0.0013921559, 0.0000000103537, 0.6642401
ethSIFT avx gcc full rdtsc ExtractDescriptor, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, ExtractDescriptor, 0.64631295, -0.028655589, 0.07133328, 2.6082659
ethSIFT avx gcc full rdtsc MeasureFull, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, MeasureFull, 2.1835792, -0.078341246, 0.2410007, 4.127169
ethSIFT avx gcc full rdtsc MeasureFullNoAlloc, ethSIFT, avx, gcc, full, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 54304104.0, 1182660.0, 5993520.5, 0.0
ethSIFT avx gcc notree rdtsc Downscale, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx gcc notree rdtsc Convolution, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, Convolution, 2.6741085, -0.0031533241, 0.000000052359038, 3.4144573
ethSIFT avx gcc notree rdtsc Octaves, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, Octaves, 236790.0, 800.604, 0.0046363478, 0.0
ethSIFT avx gcc notree rdtsc GaussianKernelGeneration, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, GaussianKernelGeneration, 6072.0, 539.666, 0.00011888975, 0.0
ethSIFT avx gcc notree rdtsc GaussianPyramid, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, GaussianPyramid, 3.8103538, -0.0063154697, 0.00000014929289, 4.1655855
ethSIFT avx gcc notree rdtsc DOGPyramid, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, DOGPyramid, 1.0068442, -0.007981896, 0.00000004195605, 3.6356921
ethSIFT avx gcc notree rdtsc GradientAndRotationPyramids, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 3.0631294, -0.011816263, 0.00000015020204, 13.498811
ethSIFT avx gcc notree rdtsc Histogram, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, Histogram, 0.8098129, -0.002382815, 0.000000039729144, 2.5451987
ethSIFT avx gcc notree rdtsc ExtremaRefinement, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, ExtremaRefinement, 0.9587629, -0.080539405, 0.000000047037023, 1.0751445
ethSIFT avx gcc notree rdtsc KeypointDetection, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, KeypointDetection, 0.11691405, -0.00030659884, 0.000000008621749, 0.6642401
ethSIFT avx gcc notree rdtsc ExtractDescriptor, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, ExtractDescriptor, 0.505131, -0.0004054904, 0.049180567, 2.6082659
ethSIFT avx gcc notree rdtsc MeasureFull, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, MeasureFull, 2.1892865, -0.014580011, 0.21315332, 4.127169
ethSIFT avx gcc notree rdtsc MeasureFullNoAlloc, ethSIFT, avx, gcc, notree, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 53699588.0, 181790.0, 5228299.5, 0.0
ethSIFT avx icc avx rdtsc Downscale, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx icc avx rdtsc Convolution, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, Convolution, 2.3564146, -0.0031163692, 0.000000047959382, 3.4144573
ethSIFT avx icc avx rdtsc Octaves, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, Octaves, 213166.0, 468.502, 0.004338502, 0.0
ethSIFT avx icc avx rdtsc GaussianKernelGeneration, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, GaussianKernelGeneration, 4434.0, 391.406, 0.00009024384, 0.0
ethSIFT avx icc avx rdtsc GaussianPyramid, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, GaussianPyramid, 3.6814058, -0.010859251, 0.0000001622568, 4.1655855
ethSIFT avx icc avx rdtsc DOGPyramid, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, DOGPyramid, 0.9829467, -0.0063968897, 0.000000046526488, 3.6356921
ethSIFT avx icc avx rdtsc GradientAndRotationPyramids, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 3.0964253, -0.0144815445, 0.00000017632237, 13.498811
ethSIFT avx icc avx rdtsc Histogram, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, Histogram, 0.9071349, -0.002988875, 0.00000005168215, 2.5451987
ethSIFT avx icc avx rdtsc ExtremaRefinement, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, ExtremaRefinement, 0.97894734, -0.043783367, 0.000000055774112, 1.0751445
ethSIFT avx icc avx rdtsc KeypointDetection, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, KeypointDetection, 0.11054587, -0.0002502352, 0.0000000106950475, 0.6642401
ethSIFT avx icc avx rdtsc ExtractDescriptor, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, ExtractDescriptor, 0.662698, -0.0007426739, 0.06359802, 2.6082659
ethSIFT avx icc avx rdtsc MeasureFull, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, MeasureFull, 2.3361962, -0.008464098, 0.22420084, 4.127169
ethSIFT avx icc avx rdtsc MeasureFullNoAlloc, ethSIFT, avx, icc, avx, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 50633984.0, 189328.0, 4859259.0, 0.0
ethSIFT avx icc fastmath rdtsc Downscale, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx icc fastmath rdtsc Convolution, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, Convolution, 2.4612243, -0.0039975643, 0.000000046723642, 3.4144573
ethSIFT avx icc fastmath rdtsc Octaves, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, Octaves, 250970.0, 723.509, 0.00476439, 0.0
ethSIFT avx icc fastmath rdtsc GaussianKernelGeneration, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, GaussianKernelGeneration, 4980.0, 536.701, 0.000094539835, 0.0
ethSIFT avx icc fastmath rdtsc GaussianPyramid, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, GaussianPyramid, 3.7779453, -0.007809162, 0.0000001404066, 4.1655855
ethSIFT avx icc fastmath rdtsc DOGPyramid, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, DOGPyramid, 0.98341125, -0.008850157, 0.00000003879984, 3.6356921
ethSIFT avx icc fastmath rdtsc GradientAndRotationPyramids, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, GradientAndRotationPyramids, 3.0261028, -0.0057492256, 0.00000013946809, 13.498811
ethSIFT avx icc fastmath rdtsc Histogram, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, Histogram, 0.82609135, -0.0034669042, 0.000000038090477, 2.5451987
ethSIFT avx icc fastmath rdtsc ExtremaRefinement, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, ExtremaRefinement, 1.0333333, -0.032958984, 0.000000047646648, 1.0751445
ethSIFT avx icc fastmath rdtsc KeypointDetection, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, KeypointDetection, 0.09727741, -0.00025961548, 0.0000000072124786, 0.6642401
ethSIFT avx icc fastmath rdtsc ExtractDescriptor, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, ExtractDescriptor, 0.50786453, -0.00038278103, 0.04953796, 2.6082659
ethSIFT avx icc fastmath rdtsc MeasureFull, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, MeasureFull, 2.1497426, -0.007945061, 0.20968951, 4.127169
ethSIFT avx icc fastmath rdtsc MeasureFullNoAlloc, ethSIFT, avx, icc, fastmath, rdtsc, auto-360p, 360, MeasureFullNoAlloc, 54744584.0, 255022.0, 5339879.0, 0.0
ethSIFT avx icc full rdtsc Downscale, ethSIFT, avx, icc, full, rdtsc, auto-360p, 360, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT avx icc full rdtsc Convolution, ethSIFT, avx, icc, full, rdtsc, auto-360p, 360, Convolution, 2.3676314, -0.0030043125, 0.000000048097384, 3.4144573
ethSIFT avx icc full rdtsc Octaves, ethSIFT, avx, icc, full, rdtsc, auto-360p, 360, Octaves, 201078.0, 788.743, 0.00408481, 0.0
