MethodName, Median, Std
ez_Downscale, 64, 0
ez_Convolution, 1534, 17.7912
ez_Octaves, 21, 0
ez_GaussianPyramid, 10408, 136.399
ez_DOGPyramid, 151, 0
ez_GradientAndRotationPyramids, 3264, 10.3782
ez_Histogram, 4, 0
ez_ExtremaRefinement, 0, 0
ez_KeypointDetection, 1203, 2.9652
ez_ExtractDescriptor, 3174, 7.413
ez_MeasureFull, 18627, 467.019
