Title,Flops,ReadWrites
Downscale,0,1036800
Convolution,9331200,21802800
GaussianPyramid,110639796,207867781
DOGPyramid,1727520,3800622
GradientAndRotationPyramids,99456245,6602466
Histogram,8178,3212
ExtremaRefinement,203,188
KeypointDetection,1757086,8870419
ExtractDescriptor,6774576,2595572
MeasureFull,229603082,233323175
