Title,Flops,ReadWrites
Downscale,0,51120
Convolution,472500,1094050
GaussianPyramid,5753968,10638689
DOGPyramid,85320,187782
GradientAndRotationPyramids,4906860,358896
Histogram,9439,3685
ExtremaRefinement,174,161
KeypointDetection,695147,659773
ExtractDescriptor,6395377,2448260
MeasureFull,17760238,14210140
