Title,Flops,ReadWrites
Downscale,0,1036800
Convolution,74649600,87121200
GaussianPyramid,876220702,973448446
DOGPyramid,13820100,41460312
GradientAndRotationPyramids,94167200,49752372
Histogram,9275,3221
ExtremaRefinement,221,187
KeypointDetection,1986225,11736727
ExtractDescriptor,7607700,2595518
