Title,Flops,ReadWrites
Downscale,0,16588800
Convolution,149299200,348484800
GaussianPyramid,1753543500,3303425565
DOGPyramid,27641250,60810828
GradientAndRotationPyramids,1591952584,101054964
Histogram,5781,2313
ExtremaRefinement,186,172
KeypointDetection,6808687,135046465
ExtractDescriptor,4801098,1870622
MeasureFull,3443853560,3625427705
