Title,Flops,ReadWrites
Downscale,0,4147200
Convolution,37324800,87151200
GaussianPyramid,439211250,827164807
DOGPyramid,6910280,15202694
GradientAndRotationPyramids,397935924,25649436
Histogram,7017,2777
ExtremaRefinement,183,169
KeypointDetection,3454293,34341616
ExtractDescriptor,5913884,2279096
MeasureFull,879278004,914685039
