Title,Flops,ReadWrites
Downscale,0,16588800
Convolution,1194393600,1393579200
GaussianPyramid,14019998400,15569880465
DOGPyramid,221130000,1326780012
GradientAndRotationPyramids,1514038594,796068012
Histogram,6578,2322
ExtremaRefinement,200,167
KeypointDetection,7677456,157729839
ExtractDescriptor,5791483,1870604
MeasureFull,15842346663,17900706686
