MethodName, Median, Std
eth_Downscale, 239, 1.4826
eth_Convolution, 16074, 114.16
eth_Octaves, 892, 10.3782
eth_GaussianKernelGeneration, 1, 0
eth_GaussianPyramid, 109955, 66.717
eth_DOGPyramid, 6648, 56.3388
eth_GradientAndRotationPyramids, 9469, 100.817
eth_Histogram, 4, 0
eth_ExtremaRefinement, 0, 0
eth_KeypointDetection, 11789, 87.4734
eth_ExtractDescriptor, 8044, 16.3086
eth_MeasureFull, 198319, 108.23
eth_MeasureFullNoAlloc, 147443, 81.543
